quarter_start,reporting_period,reporting_level,entity,lhd,district_type,peer_group,triage_category,pct_on_time
2010-01-01,Jan-Mar 2010,Hospital,Westmead,Western Sydney,Metropolitan,Principal referral,T4: Semi-urgent,51.4
2010-01-01,Jan-Mar 2010,Hospital,Westmead,Western Sydney,Metropolitan,Principal referral,T5: Non-urgent,71.7
2010-01-01,Jan-Mar 2010,Hospital,Wollongong,Illawarra Shoalhaven,Metropolitan,Principal referral,T2: Emergency,60.8
2010-01-01,Jan-Mar 2010,Hospital,Wollongong,Illawarra Shoalhaven,Metropolitan,Principal referral,T3: Urgent,60.2
2010-01-01,Jan-Mar 2010,Hospital,Wollongong,Illawarra Shoalhaven,Metropolitan,Principal referral,T4: Semi-urgent,61.3
2010-01-01,Jan-Mar 2010,Hospital,Wollongong,Illawarra Shoalhaven,Metropolitan,Principal referral,T5: Non-urgent,74.0
2010-01-01,Jan-Mar 2010,Hospital,Wyong,Central Coast,Metropolitan,Major,T2: Emergency,77.3
2010-01-01,Jan-Mar 2010,Hospital,Wyong,Central Coast,Metropolitan,Major,T3: Urgent,68.1
2010-01-01,Jan-Mar 2010,Hospital,Wyong,Central Coast,Metropolitan,Major,T4: Semi-urgent,68.2
2010-01-01,Jan-Mar 2010,Hospital,Wyong,Central Coast,Metropolitan,Major,T5: Non-urgent,78.2
2010-01-01,Jan-Mar 2010,LHD,Central Coast,Central Coast,Metropolitan,,T2: Emergency,71.0
2010-01-01,Jan-Mar 2010,LHD,Central Coast,Central Coast,Metropolitan,,T3: Urgent,66.7
2010-01-01,Jan-Mar 2010,LHD,Central Coast,Central Coast,Metropolitan,,T4: Semi-urgent,64.7
2010-01-01,Jan-Mar 2010,LHD,Central Coast,Central Coast,Metropolitan,,T5: Non-urgent,77.8
2010-01-01,Jan-Mar 2010,LHD,Far West,Far West,Regional,,T2: Emergency,89.4
2010-01-01,Jan-Mar 2010,LHD,Far West,Far West,Regional,,T3: Urgent,83.7
2010-01-01,Jan-Mar 2010,LHD,Far West,Far West,Regional,,T4: Semi-urgent,88.2
2010-01-01,Jan-Mar 2010,LHD,Far West,Far West,Regional,,T5: Non-urgent,95.8
2010-01-01,Jan-Mar 2010,LHD,Hunter New England,Hunter New England,Regional,,T2: Emergency,72.0
2010-01-01,Jan-Mar 2010,LHD,Hunter New England,Hunter New England,Regional,,T3: Urgent,64.5
2010-01-01,Jan-Mar 2010,LHD,Hunter New England,Hunter New England,Regional,,T4: Semi-urgent,70.8
2010-01-01,Jan-Mar 2010,LHD,Hunter New England,Hunter New England,Regional,,T5: Non-urgent,90.3
2010-01-01,Jan-Mar 2010,LHD,Illawarra Shoalhaven,Illawarra Shoalhaven,Metropolitan,,T2: Emergency,61.4
2010-01-01,Jan-Mar 2010,LHD,Illawarra Shoalhaven,Illawarra Shoalhaven,Metropolitan,,T3: Urgent,62.7
2010-01-01,Jan-Mar 2010,LHD,Illawarra Shoalhaven,Illawarra Shoalhaven,Metropolitan,,T4: Semi-urgent,68.9
2010-01-01,Jan-Mar 2010,LHD,Illawarra Shoalhaven,Illawarra Shoalhaven,Metropolitan,,T5: Non-urgent,86.6
2010-01-01,Jan-Mar 2010,LHD,Mid North Coast,Mid North Coast,Regional,,T2: Emergency,53.8
2010-01-01,Jan-Mar 2010,LHD,Mid North Coast,Mid North Coast,Regional,,T3: Urgent,60.6
2010-01-01,Jan-Mar 2010,LHD,Mid North Coast,Mid North Coast,Regional,,T4: Semi-urgent,66.4
2010-01-01,Jan-Mar 2010,LHD,Mid North Coast,Mid North Coast,Regional,,T5: Non-urgent,85.6
2010-01-01,Jan-Mar 2010,LHD,Murrumbidgee,Murrumbidgee,Regional,,T2: Emergency,67.7
2010-01-01,Jan-Mar 2010,LHD,Murrumbidgee,Murrumbidgee,Regional,,T3: Urgent,69.9
2010-01-01,Jan-Mar 2010,LHD,Murrumbidgee,Murrumbidgee,Regional,,T4: Semi-urgent,73.4
2010-01-01,Jan-Mar 2010,LHD,Murrumbidgee,Murrumbidgee,Regional,,T5: Non-urgent,90.5
2010-01-01,Jan-Mar 2010,LHD,Nepean Blue Mountains,Nepean Blue Mountains,Metropolitan,,T2: Emergency,56.3
2010-01-01,Jan-Mar 2010,LHD,Nepean Blue Mountains,Nepean Blue Mountains,Metropolitan,,T3: Urgent,52.8
2010-01-01,Jan-Mar 2010,LHD,Nepean Blue Mountains,Nepean Blue Mountains,Metropolitan,,T4: Semi-urgent,68.6
2010-01-01,Jan-Mar 2010,LHD,Nepean Blue Mountains,Nepean Blue Mountains,Metropolitan,,T5: Non-urgent,88.0
2010-01-01,Jan-Mar 2010,LHD,Northern NSW,Northern NSW,Regional,,T2: Emergency,50.3
2010-01-01,Jan-Mar 2010,LHD,Northern NSW,Northern NSW,Regional,,T3: Urgent,54.4
2010-01-01,Jan-Mar 2010,LHD,Northern NSW,Northern NSW,Regional,,T4: Semi-urgent,66.7
2010-01-01,Jan-Mar 2010,LHD,Northern NSW,Northern NSW,Regional,,T5: Non-urgent,90.4
2010-01-01,Jan-Mar 2010,LHD,Northern Sydney,Northern Sydney,Metropolitan,,T2: Emergency,87.9
2010-01-01,Jan-Mar 2010,LHD,Northern Sydney,Northern Sydney,Metropolitan,,T3: Urgent,78.3
2010-01-01,Jan-Mar 2010,LHD,Northern Sydney,Northern Sydney,Metropolitan,,T4: Semi-urgent,78.9
2010-01-01,Jan-Mar 2010,LHD,Northern Sydney,Northern Sydney,Metropolitan,,T5: Non-urgent,90.7
2010-01-01,Jan-Mar 2010,LHD,South Eastern Sydney,South Eastern Sydney,Metropolitan,,T2: Emergency,45.8
2010-01-01,Jan-Mar 2010,LHD,South Eastern Sydney,South Eastern Sydney,Metropolitan,,T3: Urgent,52.6
2010-01-01,Jan-Mar 2010,LHD,South Eastern Sydney,South Eastern Sydney,Metropolitan,,T4: Semi-urgent,73.8
2010-01-01,Jan-Mar 2010,LHD,South Eastern Sydney,South Eastern Sydney,Metropolitan,,T5: Non-urgent,93.4
2010-01-01,Jan-Mar 2010,LHD,South Western Sydney,South Western Sydney,Metropolitan,,T2: Emergency,69.6
2010-01-01,Jan-Mar 2010,LHD,South Western Sydney,South Western Sydney,Metropolitan,,T3: Urgent,74.3
2010-01-01,Jan-Mar 2010,LHD,South Western Sydney,South Western Sydney,Metropolitan,,T4: Semi-urgent,77.9
2010-01-01,Jan-Mar 2010,LHD,South Western Sydney,South Western Sydney,Metropolitan,,T5: Non-urgent,92.9
2010-01-01,Jan-Mar 2010,LHD,Southern NSW,Southern NSW,Regional,,T2: Emergency,58.9
2010-01-01,Jan-Mar 2010,LHD,Southern NSW,Southern NSW,Regional,,T3: Urgent,63.3
2010-01-01,Jan-Mar 2010,LHD,Southern NSW,Southern NSW,Regional,,T4: Semi-urgent,74.6
2010-01-01,Jan-Mar 2010,LHD,Southern NSW,Southern NSW,Regional,,T5: Non-urgent,93.9
2010-01-01,Jan-Mar 2010,LHD,St Vincent's Health Network,St Vincent's Health Network,Specialty network,,T2: Emergency,100.0
2010-01-01,Jan-Mar 2010,LHD,St Vincent's Health Network,St Vincent's Health Network,Specialty network,,T3: Urgent,71.7
2010-01-01,Jan-Mar 2010,LHD,St Vincent's Health Network,St Vincent's Health Network,Specialty network,,T4: Semi-urgent,76.5
2010-01-01,Jan-Mar 2010,LHD,St Vincent's Health Network,St Vincent's Health Network,Specialty network,,T5: Non-urgent,89.5
2010-01-01,Jan-Mar 2010,LHD,Sydney,Sydney,Metropolitan,,T2: Emergency,70.3
2010-01-01,Jan-Mar 2010,LHD,Sydney,Sydney,Metropolitan,,T3: Urgent,64.7
2010-01-01,Jan-Mar 2010,LHD,Sydney,Sydney,Metropolitan,,T4: Semi-urgent,69.6
2010-01-01,Jan-Mar 2010,LHD,Sydney,Sydney,Metropolitan,,T5: Non-urgent,88.8
2010-01-01,Jan-Mar 2010,LHD,Sydney Children's Hospitals Network,Sydney Children's Hospitals Network,Specialty network,,T2: Emergency,100.0
2010-01-01,Jan-Mar 2010,LHD,Sydney Children's Hospitals Network,Sydney Children's Hospitals Network,Specialty network,,T3: Urgent,72.7
2010-01-01,Jan-Mar 2010,LHD,Sydney Children's Hospitals Network,Sydney Children's Hospitals Network,Specialty network,,T4: Semi-urgent,69.6
2010-01-01,Jan-Mar 2010,LHD,Sydney Children's Hospitals Network,Sydney Children's Hospitals Network,Specialty network,,T5: Non-urgent,79.8
2010-01-01,Jan-Mar 2010,LHD,Western NSW,Western NSW,Regional,,T2: Emergency,67.9
2010-01-01,Jan-Mar 2010,LHD,Western NSW,Western NSW,Regional,,T3: Urgent,69.7
2010-01-01,Jan-Mar 2010,LHD,Western NSW,Western NSW,Regional,,T4: Semi-urgent,75.1
2010-01-01,Jan-Mar 2010,LHD,Western NSW,Western NSW,Regional,,T5: Non-urgent,90.1
2010-01-01,Jan-Mar 2010,LHD,Western Sydney,Western Sydney,Metropolitan,,T2: Emergency,74.4
2010-01-01,Jan-Mar 2010,LHD,Western Sydney,Western Sydney,Metropolitan,,T3: Urgent,65.8
2010-01-01,Jan-Mar 2010,LHD,Western Sydney,Western Sydney,Metropolitan,,T4: Semi-urgent,66.7
2010-01-01,Jan-Mar 2010,LHD,Western Sydney,Western Sydney,Metropolitan,,T5: Non-urgent,84.1
2010-01-01,Jan-Mar 2010,NSW,NSW,NSW,Specialty network,NSW,T2: Emergency,69.5
2010-01-01,Jan-Mar 2010,NSW,NSW,NSW,Specialty network,NSW,T3: Urgent,65.8
2010-01-01,Jan-Mar 2010,NSW,NSW,NSW,Specialty network,NSW,T4: Semi-urgent,71.7
2010-01-01,Jan-Mar 2010,NSW,NSW,NSW,Specialty network,NSW,T5: Non-urgent,88.2
2010-01-01,Jan-Mar 2010,Peergroup,District group 1,,Specialty network,District group 1,T2: Emergency,65.6
2010-01-01,Jan-Mar 2010,Peergroup,District group 1,,Specialty network,District group 1,T3: Urgent,67.4
2010-01-01,Jan-Mar 2010,Peergroup,District group 1,,Specialty network,District group 1,T4: Semi-urgent,75.1
2010-01-01,Jan-Mar 2010,Peergroup,District group 1,,Specialty network,District group 1,T5: Non-urgent,92.6
2010-01-01,Jan-Mar 2010,Peergroup,District group 2,,Specialty network,District group 2,T2: Emergency,68.5
2010-01-01,Jan-Mar 2010,Peergroup,District group 2,,Specialty network,District group 2,T3: Urgent,74.2
2010-01-01,Jan-Mar 2010,Peergroup,District group 2,,Specialty network,District group 2,T4: Semi-urgent,81.9
2010-01-01,Jan-Mar 2010,Peergroup,District group 2,,Specialty network,District group 2,T5: Non-urgent,96.4
2010-01-01,Jan-Mar 2010,Peergroup,Major,,Specialty network,Major,T2: Emergency,68.7
2010-01-01,Jan-Mar 2010,Peergroup,Major,,Specialty network,Major,T3: Urgent,65.1
2010-01-01,Jan-Mar 2010,Peergroup,Major,,Specialty network,Major,T4: Semi-urgent,68.7
2010-01-01,Jan-Mar 2010,Peergroup,Major,,Specialty network,Major,T5: Non-urgent,86.2
2010-01-01,Jan-Mar 2010,Peergroup,Paediatric specialist,,Specialty network,Paediatric specialist,T2: Emergency,100.0
2010-01-01,Jan-Mar 2010,Peergroup,Paediatric specialist,,Specialty network,Paediatric specialist,T3: Urgent,72.7
2010-01-01,Jan-Mar 2010,Peergroup,Paediatric specialist,,Specialty network,Paediatric specialist,T4: Semi-urgent,69.6
2010-01-01,Jan-Mar 2010,Peergroup,Paediatric specialist,,Specialty network,Paediatric specialist,T5: Non-urgent,79.8
2010-01-01,Jan-Mar 2010,Peergroup,Principal referral,,Specialty network,Principal referral,T2: Emergency,70.6
2010-01-01,Jan-Mar 2010,Peergroup,Principal referral,,Specialty network,Principal referral,T3: Urgent,63.8
2010-01-01,Jan-Mar 2010,Peergroup,Principal referral,,Specialty network,Principal referral,T4: Semi-urgent,68.8
2010-01-01,Jan-Mar 2010,Peergroup,Principal referral,,Specialty network,Principal referral,T5: Non-urgent,83.5
2010-01-01,Jan-Mar 2010,Peergroup,Ungrouped acute - tertiary referral,,Specialty network,Ungrouped acute - tertiary referral,T2: Emergency,58.9
2010-01-01,Jan-Mar 2010,Peergroup,Ungrouped acute - tertiary referral,,Specialty network,Ungrouped acute - tertiary referral,T3: Urgent,60.0
2010-01-01,Jan-Mar 2010,Peergroup,Ungrouped acute - tertiary referral,,Specialty network,Ungrouped acute - tertiary referral,T4: Semi-urgent,71.8
2010-01-01,Jan-Mar 2010,Peergroup,Ungrouped acute - tertiary referral,,Specialty network,Ungrouped acute - tertiary referral,T5: Non-urgent,91.4
2010-04-01,Apr-Jun 2010,Hospital,Armidale,Hunter New England,Regional,District group 1,T2: Emergency,71.3
2010-04-01,Apr-Jun 2010,Hospital,Armidale,Hunter New England,Regional,District group 1,T3: Urgent,75.5
2010-04-01,Apr-Jun 2010,Hospital,Armidale,Hunter New England,Regional,District group 1,T4: Semi-urgent,79.1
2010-04-01,Apr-Jun 2010,Hospital,Armidale,Hunter New England,Regional,District group 1,T5: Non-urgent,94.0
2010-04-01,Apr-Jun 2010,Hospital,Auburn,Western Sydney,Metropolitan,Major,T2: Emergency,70.4
2010-04-01,Apr-Jun 2010,Hospital,Auburn,Western Sydney,Metropolitan,Major,T3: Urgent,65.1
2010-04-01,Apr-Jun 2010,Hospital,Auburn,Western Sydney,Metropolitan,Major,T4: Semi-urgent,61.3
2010-04-01,Apr-Jun 2010,Hospital,Auburn,Western Sydney,Metropolitan,Major,T5: Non-urgent,80.3
2010-04-01,Apr-Jun 2010,Hospital,Bankstown-Lidcombe,South Western Sydney,Metropolitan,Principal referral,T2: Emergency,77.8
2010-04-01,Apr-Jun 2010,Hospital,Bankstown-Lidcombe,South Western Sydney,Metropolitan,Principal referral,T3: Urgent,76.2
2010-04-01,Apr-Jun 2010,Hospital,Bankstown-Lidcombe,South Western Sydney,Metropolitan,Principal referral,T4: Semi-urgent,88.4
2010-04-01,Apr-Jun 2010,Hospital,Bankstown-Lidcombe,South Western Sydney,Metropolitan,Principal referral,T5: Non-urgent,95.6
2010-04-01,Apr-Jun 2010,Hospital,Bathurst,Western NSW,Regional,District group 1,T2: Emergency,51.0
2010-04-01,Apr-Jun 2010,Hospital,Bathurst,Western NSW,Regional,District group 1,T3: Urgent,68.0
2010-04-01,Apr-Jun 2010,Hospital,Bathurst,Western NSW,Regional,District group 1,T4: Semi-urgent,73.0
2010-04-01,Apr-Jun 2010,Hospital,Bathurst,Western NSW,Regional,District group 1,T5: Non-urgent,95.2
2010-04-01,Apr-Jun 2010,Hospital,Belmont,Hunter New England,Regional,District group 1,T2: Emergency,75.7
2010-04-01,Apr-Jun 2010,Hospital,Belmont,Hunter New England,Regional,District group 1,T3: Urgent,69.6
2010-04-01,Apr-Jun 2010,Hospital,Belmont,Hunter New England,Regional,District group 1,T4: Semi-urgent,72.1
2010-04-01,Apr-Jun 2010,Hospital,Belmont,Hunter New England,Regional,District group 1,T5: Non-urgent,88.0
2010-04-01,Apr-Jun 2010,Hospital,Blacktown,Western Sydney,Metropolitan,Major,T2: Emergency,87.8
2010-04-01,Apr-Jun 2010,Hospital,Blacktown,Western Sydney,Metropolitan,Major,T3: Urgent,79.9
2010-04-01,Apr-Jun 2010,Hospital,Blacktown,Western Sydney,Metropolitan,Major,T4: Semi-urgent,78.9
2010-04-01,Apr-Jun 2010,Hospital,Blacktown,Western Sydney,Metropolitan,Major,T5: Non-urgent,87.3
2010-04-01,Apr-Jun 2010,Hospital,Blue Mountains,Nepean Blue Mountains,Metropolitan,District group 2,T2: Emergency,71.6
2010-04-01,Apr-Jun 2010,Hospital,Blue Mountains,Nepean Blue Mountains,Metropolitan,District group 2,T3: Urgent,73.2
2010-04-01,Apr-Jun 2010,Hospital,Blue Mountains,Nepean Blue Mountains,Metropolitan,District group 2,T4: Semi-urgent,68.7
2010-04-01,Apr-Jun 2010,Hospital,Blue Mountains,Nepean Blue Mountains,Metropolitan,District group 2,T5: Non-urgent,87.8
2010-04-01,Apr-Jun 2010,Hospital,Bowral,South Western Sydney,Metropolitan,District group 1,T2: Emergency,54.5
2010-04-01,Apr-Jun 2010,Hospital,Bowral,South Western Sydney,Metropolitan,District group 1,T3: Urgent,63.4
2010-04-01,Apr-Jun 2010,Hospital,Bowral,South Western Sydney,Metropolitan,District group 1,T4: Semi-urgent,80.1
2010-04-01,Apr-Jun 2010,Hospital,Bowral,South Western Sydney,Metropolitan,District group 1,T5: Non-urgent,97.3
2010-04-01,Apr-Jun 2010,Hospital,Calvary Mater,Hunter New England,Regional,Ungrouped acute - tertiary referral,T2: Emergency,58.1
2010-04-01,Apr-Jun 2010,Hospital,Calvary Mater,Hunter New England,Regional,Ungrouped acute - tertiary referral,T3: Urgent,46.4
2010-04-01,Apr-Jun 2010,Hospital,Calvary Mater,Hunter New England,Regional,Ungrouped acute - tertiary referral,T4: Semi-urgent,53.3
2010-04-01,Apr-Jun 2010,Hospital,Calvary Mater,Hunter New England,Regional,Ungrouped acute - tertiary referral,T5: Non-urgent,78.6
2010-04-01,Apr-Jun 2010,Hospital,Campbelltown,South Western Sydney,Metropolitan,Major,T2: Emergency,72.6
2010-04-01,Apr-Jun 2010,Hospital,Campbelltown,South Western Sydney,Metropolitan,Major,T3: Urgent,67.0
2010-04-01,Apr-Jun 2010,Hospital,Campbelltown,South Western Sydney,Metropolitan,Major,T4: Semi-urgent,67.8
2010-04-01,Apr-Jun 2010,Hospital,Campbelltown,South Western Sydney,Metropolitan,Major,T5: Non-urgent,91.7
2010-04-01,Apr-Jun 2010,Hospital,Canterbury,Sydney,Metropolitan,Major,T2: Emergency,59.2
2010-04-01,Apr-Jun 2010,Hospital,Canterbury,Sydney,Metropolitan,Major,T3: Urgent,59.0
2010-04-01,Apr-Jun 2010,Hospital,Canterbury,Sydney,Metropolitan,Major,T4: Semi-urgent,65.3
2010-04-01,Apr-Jun 2010,Hospital,Canterbury,Sydney,Metropolitan,Major,T5: Non-urgent,85.3
2010-04-01,Apr-Jun 2010,Hospital,Cessnock,Hunter New England,Regional,District group 2,T2: Emergency,84.9
2010-04-01,Apr-Jun 2010,Hospital,Cessnock,Hunter New England,Regional,District group 2,T3: Urgent,72.0
2010-04-01,Apr-Jun 2010,Hospital,Cessnock,Hunter New England,Regional,District group 2,T4: Semi-urgent,80.0
2010-04-01,Apr-Jun 2010,Hospital,Cessnock,Hunter New England,Regional,District group 2,T5: Non-urgent,92.9
2010-04-01,Apr-Jun 2010,Hospital,Children's at Westmead,Sydney Children's Hospitals Network,Specialty network,Paediatric specialist,T2: Emergency,100.0
2010-04-01,Apr-Jun 2010,Hospital,Children's at Westmead,Sydney Children's Hospitals Network,Specialty network,Paediatric specialist,T3: Urgent,71.1
2010-04-01,Apr-Jun 2010,Hospital,Children's at Westmead,Sydney Children's Hospitals Network,Specialty network,Paediatric specialist,T4: Semi-urgent,68.4
2010-04-01,Apr-Jun 2010,Hospital,Children's at Westmead,Sydney Children's Hospitals Network,Specialty network,Paediatric specialist,T5: Non-urgent,76.6
2010-04-01,Apr-Jun 2010,Hospital,Concord,Sydney,Metropolitan,Principal referral,T2: Emergency,80.5
2010-04-01,Apr-Jun 2010,Hospital,Concord,Sydney,Metropolitan,Principal referral,T3: Urgent,76.5
2010-04-01,Apr-Jun 2010,Hospital,Concord,Sydney,Metropolitan,Principal referral,T4: Semi-urgent,78.9
2010-04-01,Apr-Jun 2010,Hospital,Concord,Sydney,Metropolitan,Principal referral,T5: Non-urgent,94.0
2010-04-01,Apr-Jun 2010,Hospital,Fairfield,South Western Sydney,Metropolitan,Major,T2: Emergency,47.2
2010-04-01,Apr-Jun 2010,Hospital,Fairfield,South Western Sydney,Metropolitan,Major,T3: Urgent,63.1
2010-04-01,Apr-Jun 2010,Hospital,Fairfield,South Western Sydney,Metropolitan,Major,T4: Semi-urgent,72.1
2010-04-01,Apr-Jun 2010,Hospital,Fairfield,South Western Sydney,Metropolitan,Major,T5: Non-urgent,92.3
2010-04-01,Apr-Jun 2010,Hospital,Gosford,Central Coast,Metropolitan,Principal referral,T2: Emergency,68.1
2010-04-01,Apr-Jun 2010,Hospital,Gosford,Central Coast,Metropolitan,Principal referral,T3: Urgent,66.6
2010-04-01,Apr-Jun 2010,Hospital,Gosford,Central Coast,Metropolitan,Principal referral,T4: Semi-urgent,64.5
2010-04-01,Apr-Jun 2010,Hospital,Gosford,Central Coast,Metropolitan,Principal referral,T5: Non-urgent,78.5
2010-04-01,Apr-Jun 2010,Hospital,Grafton,Northern NSW,Regional,District group 1,T2: Emergency,76.5
2010-04-01,Apr-Jun 2010,Hospital,Grafton,Northern NSW,Regional,District group 1,T3: Urgent,63.8
2010-04-01,Apr-Jun 2010,Hospital,Grafton,Northern NSW,Regional,District group 1,T4: Semi-urgent,68.4
2010-04-01,Apr-Jun 2010,Hospital,Grafton,Northern NSW,Regional,District group 1,T5: Non-urgent,85.4
2010-04-01,Apr-Jun 2010,Hospital,Griffith,Murrumbidgee,Regional,District group 1,T2: Emergency,30.9
2010-04-01,Apr-Jun 2010,Hospital,Griffith,Murrumbidgee,Regional,District group 1,T3: Urgent,41.6
2010-04-01,Apr-Jun 2010,Hospital,Griffith,Murrumbidgee,Regional,District group 1,T4: Semi-urgent,62.9
2010-04-01,Apr-Jun 2010,Hospital,Griffith,Murrumbidgee,Regional,District group 1,T5: Non-urgent,94.9
2010-04-01,Apr-Jun 2010,Hospital,Gunnedah,Hunter New England,Regional,District group 2,T2: Emergency,95.7
2010-04-01,Apr-Jun 2010,Hospital,Gunnedah,Hunter New England,Regional,District group 2,T3: Urgent,98.8
2010-04-01,Apr-Jun 2010,Hospital,Gunnedah,Hunter New England,Regional,District group 2,T4: Semi-urgent,99.6
2010-04-01,Apr-Jun 2010,Hospital,Gunnedah,Hunter New England,Regional,District group 2,T5: Non-urgent,99.9
2010-04-01,Apr-Jun 2010,Hospital,Hawkesbury,Nepean Blue Mountains,Metropolitan,District group 1,T2: Emergency,22.1
2010-04-01,Apr-Jun 2010,Hospital,Hawkesbury,Nepean Blue Mountains,Metropolitan,District group 1,T3: Urgent,55.1
2010-04-01,Apr-Jun 2010,Hospital,Hawkesbury,Nepean Blue Mountains,Metropolitan,District group 1,T4: Semi-urgent,81.3
2010-04-01,Apr-Jun 2010,Hospital,Hawkesbury,Nepean Blue Mountains,Metropolitan,District group 1,T5: Non-urgent,91.0
2010-04-01,Apr-Jun 2010,Hospital,Hornsby,Northern Sydney,Metropolitan,Major,T2: Emergency,82.1
2010-04-01,Apr-Jun 2010,Hospital,Hornsby,Northern Sydney,Metropolitan,Major,T3: Urgent,73.2
2010-04-01,Apr-Jun 2010,Hospital,Hornsby,Northern Sydney,Metropolitan,Major,T4: Semi-urgent,75.7
2010-04-01,Apr-Jun 2010,Hospital,Hornsby,Northern Sydney,Metropolitan,Major,T5: Non-urgent,86.2
2010-04-01,Apr-Jun 2010,Hospital,Inverell,Hunter New England,Regional,District group 2,T2: Emergency,90.4
2010-04-01,Apr-Jun 2010,Hospital,Inverell,Hunter New England,Regional,District group 2,T3: Urgent,68.5
2010-04-01,Apr-Jun 2010,Hospital,Inverell,Hunter New England,Regional,District group 2,T4: Semi-urgent,73.8
2010-04-01,Apr-Jun 2010,Hospital,Inverell,Hunter New England,Regional,District group 2,T5: Non-urgent,91.6
2010-04-01,Apr-Jun 2010,Hospital,John Hunter,Hunter New England,Regional,Principal referral,T2: Emergency,74.8
2010-04-01,Apr-Jun 2010,Hospital,John Hunter,Hunter New England,Regional,Principal referral,T3: Urgent,68.7
2010-04-01,Apr-Jun 2010,Hospital,John Hunter,Hunter New England,Regional,Principal referral,T4: Semi-urgent,74.6
2010-04-01,Apr-Jun 2010,Hospital,John Hunter,Hunter New England,Regional,Principal referral,T5: Non-urgent,88.3
2010-04-01,Apr-Jun 2010,Hospital,Kempsey,Mid North Coast,Regional,District group 2,T2: Emergency,44.6
2010-04-01,Apr-Jun 2010,Hospital,Kempsey,Mid North Coast,Regional,District group 2,T3: Urgent,66.1
2010-04-01,Apr-Jun 2010,Hospital,Kempsey,Mid North Coast,Regional,District group 2,T4: Semi-urgent,77.9
2010-04-01,Apr-Jun 2010,Hospital,Kempsey,Mid North Coast,Regional,District group 2,T5: Non-urgent,94.1
2010-04-01,Apr-Jun 2010,Hospital,Kurri Kurri,Hunter New England,Regional,District group 2,T2: Emergency,79.6
2010-04-01,Apr-Jun 2010,Hospital,Kurri Kurri,Hunter New England,Regional,District group 2,T3: Urgent,73.6
