reporting_period,entity,lhd,peer_group,attendances,pct_on_time,quarter_start,district_type
Apr-Jun 2023,Sutherland,South Eastern Sydney,Major,16353.0,56.1,2023-04-01,Metropolitan
Apr-Jun 2023,Sydney Children's Randwick,Sydney Children's Hospitals Network,Paediatric specialist,10085.0,54.9,2023-04-01,Specialty network
Apr-Jun 2023,Sydney and Sydney Eye,South Eastern Sydney,Ungrouped acute - tertiary referral,7133.0,73.5,2023-04-01,Metropolitan
Apr-Jun 2023,Tamworth,Hunter New England,Major,11023.0,52.8,2023-04-01,Regional
Apr-Jun 2023,Tweed Valley,Northern NSW,Major,13842.0,80.5,2023-04-01,Regional
Apr-Jun 2023,Wagga Wagga,Murrumbidgee,Major,11914.0,72.4,2023-04-01,Regional
Apr-Jun 2023,Westmead,Western Sydney,Principal referral,19020.0,37.0,2023-04-01,Metropolitan
Apr-Jun 2023,Wollongong,Illawarra Shoalhaven,Principal referral,18466.0,62.1,2023-04-01,Metropolitan
Apr-Jun 2023,Wyong,Central Coast,Major,18810.0,55.1,2023-04-01,Metropolitan
Apr-Jun 2023,Young,Murrumbidgee,District group 2,2363.0,92.9,2023-04-01,Regional
Apr-Jun 2024,Armidale,Hunter New England,District group 1,5373.0,65.2,2024-04-01,Regional
Apr-Jun 2024,Auburn,Western Sydney,Major,8880.0,68.3,2024-04-01,Metropolitan
Apr-Jun 2024,Ballina,Northern NSW,District group 2,4808.0,63.2,2024-04-01,Regional
Apr-Jun 2024,Bankstown-Lidcombe,South Western Sydney,Principal referral,14633.0,58.0,2024-04-01,Metropolitan
Apr-Jun 2024,Batemans Bay,Southern NSW,District group 2,2947.0,83.2,2024-04-01,Regional
Apr-Jun 2024,Bathurst,Western NSW,District group 1,6492.0,81.8,2024-04-01,Regional
Apr-Jun 2024,Belmont,Hunter New England,District group 1,7231.0,71.6,2024-04-01,Regional
Apr-Jun 2024,Blacktown,Western Sydney,Major,16881.0,29.7,2024-04-01,Metropolitan
Apr-Jun 2024,Blue Mountains,Nepean Blue Mountains,District group 2,5125.0,62.2,2024-04-01,Metropolitan
Apr-Jun 2024,Bowral,South Western Sydney,District group 1,6280.0,83.7,2024-04-01,Metropolitan
Apr-Jun 2024,Broken Hill,Far West,District group 1,4824.0,82.7,2024-04-01,Regional
Apr-Jun 2024,Byron Central,Northern NSW,District group 2,5463.0,85.1,2024-04-01,Regional
Apr-Jun 2024,Calvary Mater,Hunter New England,Ungrouped acute - tertiary referral,10116.0,84.0,2024-04-01,Regional
Apr-Jun 2024,Campbelltown,South Western Sydney,Major,23239.0,37.9,2024-04-01,Metropolitan
Apr-Jun 2024,Canterbury,Sydney,Major,12665.0,56.1,2024-04-01,Metropolitan
Apr-Jun 2024,Casino,Northern NSW,District group 2,3532.0,66.3,2024-04-01,Regional
Apr-Jun 2024,Cessnock,Hunter New England,District group 2,4132.0,70.5,2024-04-01,Regional
Apr-Jun 2024,Children's at Westmead,Sydney Children's Hospitals Network,Paediatric specialist,17354.0,66.1,2024-04-01,Specialty network
Apr-Jun 2024,Coffs Harbour,Mid North Coast,Major,11434.0,53.5,2024-04-01,Regional
Apr-Jun 2024,Concord,Sydney,Principal referral,11018.0,73.4,2024-04-01,Metropolitan
Apr-Jun 2024,Cooma,Southern NSW,District group 2,2704.0,88.7,2024-04-01,Regional
Apr-Jun 2024,Cowra,Western NSW,District group 2,2282.0,89.6,2024-04-01,Regional
Apr-Jun 2024,Deniliquin,Murrumbidgee,District group 2,2693.0,95.5,2024-04-01,Regional
Apr-Jun 2024,Dubbo,Western NSW,Major,10488.0,76.8,2024-04-01,Regional
Apr-Jun 2024,Fairfield,South Western Sydney,Major,9920.0,68.7,2024-04-01,Metropolitan
Apr-Jun 2024,Forbes,Western NSW,District group 2,2134.0,88.9,2024-04-01,Regional
Apr-Jun 2024,Gosford,Central Coast,Principal referral,19576.0,47.2,2024-04-01,Metropolitan
Apr-Jun 2024,Goulburn,Southern NSW,District group 1,5771.0,66.9,2024-04-01,Regional
Apr-Jun 2024,Grafton,Northern NSW,District group 1,7197.0,56.6,2024-04-01,Regional
Apr-Jun 2024,Griffith,Murrumbidgee,District group 1,5991.0,76.3,2024-04-01,Regional
Apr-Jun 2024,Gunnedah,Hunter New England,District group 2,2155.0,77.7,2024-04-01,Regional
Apr-Jun 2024,Hawkesbury,Nepean Blue Mountains,District group 1,7654.0,54.6,2024-04-01,Metropolitan
Apr-Jun 2024,Hornsby,Northern Sydney,Major,13052.0,76.1,2024-04-01,Metropolitan
Apr-Jun 2024,Inverell,Hunter New England,District group 2,3021.0,80.9,2024-04-01,Regional
Apr-Jun 2024,John Hunter,Hunter New England,Principal referral,21296.0,48.9,2024-04-01,Regional
Apr-Jun 2024,Kempsey,Mid North Coast,District group 2,7175.0,74.4,2024-04-01,Regional
Apr-Jun 2024,Kurri Kurri,Hunter New England,District group 2,791.0,95.3,2024-04-01,Regional
Apr-Jun 2024,Lismore,Northern NSW,Major,10103.0,52.0,2024-04-01,Regional
Apr-Jun 2024,Lithgow,Nepean Blue Mountains,District group 2,3452.0,79.4,2024-04-01,Metropolitan
Apr-Jun 2024,Liverpool,South Western Sydney,Principal referral,22529.0,55.8,2024-04-01,Metropolitan
Apr-Jun 2024,Macksville,Mid North Coast,District group 2,3431.0,88.4,2024-04-01,Regional
Apr-Jun 2024,Maclean,Northern NSW,District group 2,4073.0,81.2,2024-04-01,Regional
Apr-Jun 2024,Maitland,Hunter New England,Major,13695.0,45.4,2024-04-01,Regional
Apr-Jun 2024,Manning,Hunter New England,Major,9363.0,44.4,2024-04-01,Regional
Apr-Jun 2024,Milton,Illawarra Shoalhaven,District group 2,3974.0,64.7,2024-04-01,Metropolitan
Apr-Jun 2024,Moree,Hunter New England,District group 2,2898.0,76.7,2024-04-01,Regional
Apr-Jun 2024,Moruya,Southern NSW,District group 2,3156.0,80.6,2024-04-01,Regional
Apr-Jun 2024,Mount Druitt,Western Sydney,District group 1,10687.0,45.6,2024-04-01,Metropolitan
Apr-Jun 2024,Mudgee,Western NSW,District group 2,4315.0,72.1,2024-04-01,Regional
Apr-Jun 2024,Murwillumbah,Northern NSW,District group 1,5042.0,85.0,2024-04-01,Regional
Apr-Jun 2024,Muswellbrook,Hunter New England,District group 2,2853.0,69.8,2024-04-01,Regional
Apr-Jun 2024,Narrabri,Hunter New England,District group 2,1872.0,89.8,2024-04-01,Regional
Apr-Jun 2024,Nepean,Nepean Blue Mountains,Principal referral,21362.0,58.6,2024-04-01,Metropolitan
Apr-Jun 2024,Northern Beaches,Northern Sydney,Major,16147.0,71.0,2024-04-01,Metropolitan
Apr-Jun 2024,Orange,Western NSW,Major,8386.0,70.2,2024-04-01,Regional
Apr-Jun 2024,Port Macquarie,Mid North Coast,Major,13180.0,63.3,2024-04-01,Regional
Apr-Jun 2024,Prince of Wales,South Eastern Sydney,Principal referral,15485.0,53.9,2024-04-01,Metropolitan
Apr-Jun 2024,Queanbeyan,Southern NSW,District group 2,6874.0,81.9,2024-04-01,Regional
Apr-Jun 2024,Royal North Shore,Northern Sydney,Principal referral,21985.0,68.4,2024-04-01,Metropolitan
Apr-Jun 2024,Royal Prince Alfred,Sydney,Principal referral,21163.0,56.9,2024-04-01,Metropolitan
Apr-Jun 2024,Ryde,Northern Sydney,District group 1,7352.0,85.8,2024-04-01,Metropolitan
Apr-Jun 2024,Shellharbour,Illawarra Shoalhaven,District group 1,9656.0,66.2,2024-04-01,Metropolitan
Apr-Jun 2024,Shoalhaven,Illawarra Shoalhaven,Major,10614.0,58.2,2024-04-01,Metropolitan
Apr-Jun 2024,Singleton,Hunter New England,District group 2,4351.0,71.4,2024-04-01,Regional
Apr-Jun 2024,South East Regional,Southern NSW,District group 1,5529.0,73.5,2024-04-01,Regional
Apr-Jun 2024,St George,South Eastern Sydney,Principal referral,20424.0,44.9,2024-04-01,Metropolitan
Apr-Jun 2024,St Vincent's,St Vincent's Health Network,Principal referral,13420.0,62.0,2024-04-01,Specialty network
Apr-Jun 2024,Sutherland,South Eastern Sydney,Major,16161.0,53.1,2024-04-01,Metropolitan
Apr-Jun 2024,Sydney Children's Randwick,Sydney Children's Hospitals Network,Paediatric specialist,9668.0,55.6,2024-04-01,Specialty network
Apr-Jun 2024,Sydney and Sydney Eye,South Eastern Sydney,Ungrouped acute - tertiary referral,7372.0,76.0,2024-04-01,Metropolitan
Apr-Jun 2024,Tamworth,Hunter New England,Major,10773.0,54.5,2024-04-01,Regional
Apr-Jun 2024,Tweed Valley,Northern NSW,Major,13920.0,74.7,2024-04-01,Regional
Apr-Jun 2024,Wagga Wagga,Murrumbidgee,Major,12114.0,68.3,2024-04-01,Regional
Apr-Jun 2024,Westmead,Western Sydney,Principal referral,19477.0,42.9,2024-04-01,Metropolitan
Apr-Jun 2024,Wollongong,Illawarra Shoalhaven,Principal referral,18288.0,69.5,2024-04-01,Metropolitan
Apr-Jun 2024,Wyong,Central Coast,Major,18946.0,52.8,2024-04-01,Metropolitan
Apr-Jun 2024,Young,Murrumbidgee,District group 2,2539.0,79.7,2024-04-01,Regional
Apr-Jun 2025,Armidale,Hunter New England,District group 1,5402.0,54.8,2025-04-01,Regional
Apr-Jun 2025,Auburn,Western Sydney,Major,8543.0,83.8,2025-04-01,Metropolitan
Apr-Jun 2025,Ballina,Northern NSW,District group 2,4653.0,60.0,2025-04-01,Regional
Apr-Jun 2025,Bankstown-Lidcombe,South Western Sydney,Principal referral,14261.0,55.3,2025-04-01,Metropolitan
Apr-Jun 2025,Batemans Bay,Southern NSW,District group 2,2869.0,78.5,2025-04-01,Regional
Apr-Jun 2025,Bathurst,Western NSW,District group 1,6244.0,81.4,2025-04-01,Regional
Apr-Jun 2025,Belmont,Hunter New England,District group 1,6728.0,71.8,2025-04-01,Regional
Apr-Jun 2025,Blacktown,Western Sydney,Major,16858.0,39.7,2025-04-01,Metropolitan
Apr-Jun 2025,Blue Mountains,Nepean Blue Mountains,District group 2,4797.0,72.9,2025-04-01,Metropolitan
Apr-Jun 2025,Bowral,South Western Sydney,District group 1,6166.0,88.6,2025-04-01,Metropolitan
Apr-Jun 2025,Broken Hill,Far West,District group 1,5036.0,82.3,2025-04-01,Regional
Apr-Jun 2025,Byron Central,Northern NSW,District group 2,5221.0,89.9,2025-04-01,Regional
Apr-Jun 2025,Calvary Mater,Hunter New England,Ungrouped acute - tertiary referral,9477.0,83.1,2025-04-01,Regional
Apr-Jun 2025,Campbelltown,South Western Sydney,Major,23390.0,53.8,2025-04-01,Metropolitan
Apr-Jun 2025,Canterbury,Sydney,Major,12705.0,62.4,2025-04-01,Metropolitan
Apr-Jun 2025,Casino,Northern NSW,District group 2,3563.0,72.6,2025-04-01,Regional
Apr-Jun 2025,Cessnock,Hunter New England,District group 2,3607.0,75.9,2025-04-01,Regional
Apr-Jun 2025,Children's at Westmead,Sydney Children's Hospitals Network,Paediatric specialist,16025.0,68.5,2025-04-01,Specialty network
Apr-Jun 2025,Coffs Harbour,Mid North Coast,Major,11823.0,48.8,2025-04-01,Regional
Apr-Jun 2025,Concord,Sydney,Principal referral,10890.0,70.2,2025-04-01,Metropolitan
Apr-Jun 2025,Cooma,Southern NSW,District group 2,2869.0,93.7,2025-04-01,Regional
Apr-Jun 2025,Cowra,Western NSW,District group 2,2382.0,86.8,2025-04-01,Regional
Apr-Jun 2025,Deniliquin,Murrumbidgee,District group 2,2702.0,96.6,2025-04-01,Regional
Apr-Jun 2025,Dubbo,Western NSW,Major,9635.0,75.1,2025-04-01,Regional
Apr-Jun 2025,Fairfield,South Western Sydney,Major,9541.0,54.4,2025-04-01,Metropolitan
Apr-Jun 2025,Forbes,Western NSW,District group 2,1890.0,90.7,2025-04-01,Regional
Apr-Jun 2025,Gosford,Central Coast,Principal referral,19156.0,56.2,2025-04-01,Metropolitan
Apr-Jun 2025,Goulburn,Southern NSW,District group 1,6002.0,59.8,2025-04-01,Regional
Apr-Jun 2025,Grafton,Northern NSW,District group 1,7171.0,64.1,2025-04-01,Regional
Apr-Jun 2025,Griffith,Murrumbidgee,District group 1,5310.0,82.4,2025-04-01,Regional
Apr-Jun 2025,Gunnedah,Hunter New England,District group 2,2026.0,84.0,2025-04-01,Regional
Apr-Jun 2025,Hawkesbury,Nepean Blue Mountains,District group 1,7798.0,69.8,2025-04-01,Metropolitan
Apr-Jun 2025,Hornsby,Northern Sydney,Major,12279.0,79.7,2025-04-01,Metropolitan
Apr-Jun 2025,Inverell,Hunter New England,District group 2,2577.0,84.2,2025-04-01,Regional
Apr-Jun 2025,John Hunter,Hunter New England,Principal referral,20944.0,54.5,2025-04-01,Regional
Apr-Jun 2025,Kempsey,Mid North Coast,District group 2,6765.0,76.1,2025-04-01,Regional
Apr-Jun 2025,Kurri Kurri,Hunter New England,District group 2,501.0,98.8,2025-04-01,Regional
Apr-Jun 2025,Lismore,Northern NSW,Major,10057.0,65.2,2025-04-01,Regional
Apr-Jun 2025,Lithgow,Nepean Blue Mountains,District group 2,3300.0,81.3,2025-04-01,Metropolitan
Apr-Jun 2025,Liverpool,South Western Sydney,Principal referral,22660.0,69.7,2025-04-01,Metropolitan
Apr-Jun 2025,Macksville,Mid North Coast,District group 2,3448.0,87.9,2025-04-01,Regional
Apr-Jun 2025,Maclean,Northern NSW,District group 2,3502.0,75.3,2025-04-01,Regional
Apr-Jun 2025,Maitland,Hunter New England,Major,14375.0,47.5,2025-04-01,Regional
Apr-Jun 2025,Manning,Hunter New England,Major,9487.0,49.1,2025-04-01,Regional
Apr-Jun 2025,Milton,Illawarra Shoalhaven,District group 2,4319.0,76.4,2025-04-01,Metropolitan
Apr-Jun 2025,Moree,Hunter New England,District group 2,2952.0,73.8,2025-04-01,Regional
Apr-Jun 2025,Moruya,Southern NSW,District group 2,3113.0,74.4,2025-04-01,Regional
Apr-Jun 2025,Mount Druitt,Western Sydney,District group 1,10113.0,57.5,2025-04-01,Metropolitan
Apr-Jun 2025,Mudgee,Western NSW,District group 2,4333.0,71.9,2025-04-01,Regional
Apr-Jun 2025,Murwillumbah,Northern NSW,District group 1,4828.0,89.3,2025-04-01,Regional
Apr-Jun 2025,Muswellbrook,Hunter New England,District group 2,2882.0,65.4,2025-04-01,Regional
Apr-Jun 2025,Narrabri,Hunter New England,District group 2,1752.0,85.4,2025-04-01,Regional
Apr-Jun 2025,Nepean,Nepean Blue Mountains,Principal referral,22336.0,57.0,2025-04-01,Metropolitan
Apr-Jun 2025,Northern Beaches,Northern Sydney,Major,15083.0,72.0,2025-04-01,Metropolitan
Apr-Jun 2025,Orange,Western NSW,Major,8044.0,64.0,2025-04-01,Regional
Apr-Jun 2025,Port Macquarie,Mid North Coast,Major,12905.0,65.0,2025-04-01,Regional
Apr-Jun 2025,Prince of Wales,South Eastern Sydney,Principal referral,15760.0,49.5,2025-04-01,Metropolitan
Apr-Jun 2025,Queanbeyan,Southern NSW,District group 2,6589.0,82.0,2025-04-01,Regional
Apr-Jun 2025,Royal North Shore,Northern Sydney,Principal referral,22765.0,67.5,2025-04-01,Metropolitan
Apr-Jun 2025,Royal Prince Alfred,Sydney,Principal referral,20865.0,59.0,2025-04-01,Metropolitan
Apr-Jun 2025,Ryde,Northern Sydney,District group 1,6959.0,84.3,2025-04-01,Metropolitan
Apr-Jun 2025,Shellharbour,Illawarra Shoalhaven,District group 1,9061.0,70.7,2025-04-01,Metropolitan
Apr-Jun 2025,Shoalhaven,Illawarra Shoalhaven,Major,10417.0,47.4,2025-04-01,Metropolitan
Apr-Jun 2025,Singleton,Hunter New England,District group 2,4152.0,72.0,2025-04-01,Regional
Apr-Jun 2025,South East Regional,Southern NSW,District group 1,5814.0,65.9,2025-04-01,Regional
Apr-Jun 2025,St George,South Eastern Sydney,Principal referral,21143.0,65.0,2025-04-01,Metropolitan
Apr-Jun 2025,St Vincent's,St Vincent's Health Network,Principal referral,13771.0,62.4,2025-04-01,Specialty network
Apr-Jun 2025,Sutherland,South Eastern Sydney,Major,16096.0,49.0,2025-04-01,Metropolitan
Apr-Jun 2025,Sydney Children's Randwick,Sydney Children's Hospitals Network,Paediatric specialist,9225.0,69.0,2025-04-01,Specialty network
Apr-Jun 2025,Sydney and Sydney Eye,South Eastern Sydney,Ungrouped acute - tertiary referral,7820.0,67.4,2025-04-01,Metropolitan
Apr-Jun 2025,Tamworth,Hunter New England,Major,10452.0,64.0,2025-04-01,Regional
Apr-Jun 2025,Tweed Valley,Northern NSW,Major,14713.0,79.5,2025-04-01,Regional
Apr-Jun 2025,Wagga Wagga,Murrumbidgee,Major,12054.0,72.4,2025-04-01,Regional
Apr-Jun 2025,Westmead,Western Sydney,Principal referral,20009.0,41.4,2025-04-01,Metropolitan
Apr-Jun 2025,Wollongong,Illawarra Shoalhaven,Principal referral,18338.0,73.9,2025-04-01,Metropolitan
Apr-Jun 2025,Wyong,Central Coast,Major,17996.0,46.7,2025-04-01,Metropolitan
Apr-Jun 2025,Young,Murrumbidgee,District group 2,2179.0,81.7,2025-04-01,Regional
Jan-Mar 2010,Armidale,Hunter New England,District group 1,3941.0,86.2,2010-01-01,Regional
Jan-Mar 2010,Auburn,Western Sydney,Major,6169.0,64.8,2010-01-01,Metropolitan
Jan-Mar 2010,Bankstown-Lidcombe,South Western Sydney,Principal referral,10780.0,83.8,2010-01-01,Metropolitan
Jan-Mar 2010,Bathurst,Western NSW,District group 1,5768.0,77.5,2010-01-01,Regional
Jan-Mar 2010,Belmont,Hunter New England,District group 1,5895.0,69.3,2010-01-01,Regional
Jan-Mar 2010,Blacktown,Western Sydney,Major,8794.0,84.5,2010-01-01,Metropolitan
Jan-Mar 2010,Blue Mountains,Nepean Blue Mountains,District group 2,4219.0,74.5,2010-01-01,Metropolitan
Jan-Mar 2010,Bowral,South Western Sydney,District group 1,4464.0,68.6,2010-01-01,Metropolitan
Jan-Mar 2010,Broken Hill,Far West,District group 1,4787.0,89.9,2010-01-01,Regional
Jan-Mar 2010,Calvary Mater,Hunter New England,Ungrouped acute - tertiary referral,7597.0,57.3,2010-01-01,Regional
Jan-Mar 2010,Campbelltown,South Western Sydney,Major,12652.0,69.7,2010-01-01,Metropolitan
Jan-Mar 2010,Canterbury,Sydney,Major,8612.0,62.8,2010-01-01,Metropolitan
Jan-Mar 2010,Cessnock,Hunter New England,District group 2,4397.0,81.1,2010-01-01,Regional
Jan-Mar 2010,Children's at Westmead,Sydney Children's Hospitals Network,Paediatric specialist,11932.0,76.4,2010-01-01,Specialty network
Jan-Mar 2010,Coffs Harbour,Mid North Coast,Major,8932.0,63.3,2010-01-01,Regional
Jan-Mar 2010,Concord,Sydney,Principal referral,7844.0,78.4,2010-01-01,Metropolitan
Jan-Mar 2010,Dubbo,Western NSW,Major,6843.0,74.3,2010-01-01,Regional
Jan-Mar 2010,Fairfield,South Western Sydney,Major,8000.0,74.6,2010-01-01,Metropolitan
Jan-Mar 2010,Gosford,Central Coast,Principal referral,13940.0,65.6,2010-01-01,Metropolitan
Jan-Mar 2010,Goulburn,Southern NSW,District group 1,4403.0,73.5,2010-01-01,Regional
Jan-Mar 2010,Griffith,Murrumbidgee,District group 1,4798.0,62.8,2010-01-01,Regional
Jan-Mar 2010,Gunnedah,Hunter New England,District group 2,2120.0,99.9,2010-01-01,Regional
Jan-Mar 2010,Hawkesbury,Nepean Blue Mountains,District group 1,4802.0,61.9,2010-01-01,Metropolitan
Jan-Mar 2010,Hornsby,Northern Sydney,Major,7595.0,77.6,2010-01-01,Metropolitan
Jan-Mar 2010,Inverell,Hunter New England,District group 2,2313.0,81.8,2010-01-01,Regional
Jan-Mar 2010,John Hunter,Hunter New England,Principal referral,15978.0,71.6,2010-01-01,Regional
Jan-Mar 2010,Kempsey,Mid North Coast,District group 2,4486.0,67.6,2010-01-01,Regional
Jan-Mar 2010,Kurri Kurri,Hunter New England,District group 2,1700.0,87.7,2010-01-01,Regional
Jan-Mar 2010,Lismore,Northern NSW,Major,7519.0,54.5,2010-01-01,Regional
Jan-Mar 2010,Lithgow,Nepean Blue Mountains,District group 2,3310.0,84.8,2010-01-01,Metropolitan
Jan-Mar 2010,Liverpool,South Western Sydney,Principal referral,15416.0,78.7,2010-01-01,Metropolitan
Jan-Mar 2010,Maitland,Hunter New England,Major,10334.0,66.7,2010-01-01,Regional
Jan-Mar 2010,Manly,Northern Sydney,Major,5656.0,85.5,2010-01-01,Metropolitan
Jan-Mar 2010,Manning,Hunter New England,Major,5661.0,45.8,2010-01-01,Regional
Jan-Mar 2010,Milton,Illawarra Shoalhaven,District group 2,3958.0,90.6,2010-01-01,Metropolitan
Jan-Mar 2010,Mona Vale,Northern Sydney,Major,6631.0,89.8,2010-01-01,Metropolitan
Jan-Mar 2010,Moree,Hunter New England,District group 2,2305.0,97.1,2010-01-01,Regional
Jan-Mar 2010,Mount Druitt,Western Sydney,District group 1,7322.0,84.9,2010-01-01,Metropolitan
Jan-Mar 2010,Murwillumbah,Northern NSW,District group 1,3863.0,76.8,2010-01-01,Regional
Jan-Mar 2010,Muswellbrook,Hunter New England,District group 2,1910.0,80.6,2010-01-01,Regional
Jan-Mar 2010,Narrabri,Hunter New England,District group 2,1329.0,94.8,2010-01-01,Regional
Jan-Mar 2010,Nepean,Nepean Blue Mountains,Principal referral,12847.0,53.2,2010-01-01,Metropolitan
Jan-Mar 2010,Orange,Western NSW,Major,6559.0,77.0,2010-01-01,Regional
Jan-Mar 2010,Royal North Shore,Northern Sydney,Principal referral,13720.0,78.1,2010-01-01,Metropolitan
Jan-Mar 2010,Royal Prince Alfred,Sydney,Principal referral,15976.0,69.3,2010-01-01,Metropolitan
Jan-Mar 2010,Ryde,Northern Sydney,District group 1,5998.0,80.4,2010-01-01,Metropolitan
Jan-Mar 2010,Shellharbour,Illawarra Shoalhaven,District group 1,6569.0,68.0,2010-01-01,Metropolitan
Jan-Mar 2010,Shoalhaven,Illawarra Shoalhaven,Major,8459.0,63.6,2010-01-01,Metropolitan
Jan-Mar 2010,Singleton,Hunter New England,District group 2,2973.0,75.1,2010-01-01,Regional
Jan-Mar 2010,St George,South Eastern Sydney,Principal referral,14587.0,55.5,2010-01-01,Metropolitan
Jan-Mar 2010,St Vincent's,St Vincent's Health Network,Principal referral,10828.0,77.8,2010-01-01,Specialty network
Jan-Mar 2010,Sutherland,South Eastern Sydney,Major,9957.0,68.7,2010-01-01,Metropolitan
Jan-Mar 2010,Sydney and Sydney Eye,South Eastern Sydney,Ungrouped acute - tertiary referral,9849.0,88.8,2010-01-01,Metropolitan
Jan-Mar 2010,Tamworth,Hunter New England,Major,10982.0,66.7,2010-01-01,Regional
Jan-Mar 2010,Tweed Valley,Northern NSW,Major,10486.0,65.7,2010-01-01,Regional
Jan-Mar 2010,Wagga Wagga,Murrumbidgee,Major,8049.0,80.0,2010-01-01,Regional
Jan-Mar 2010,Westmead,Western Sydney,Principal referral,13722.0,54.8,2010-01-01,Metropolitan
Jan-Mar 2010,Wollongong,Illawarra Shoalhaven,Principal referral,12756.0,62.0,2010-01-01,Metropolitan
Jan-Mar 2010,Wyong,Central Coast,Major,13168.0,71.3,2010-01-01,Metropolitan
Jan-Mar 2011,Armidale,Hunter New England,District group 1,3985.0,84.7,2011-01-01,Regional
Jan-Mar 2011,Auburn,Western Sydney,Major,5985.0,60.8,2011-01-01,Metropolitan
Jan-Mar 2011,Bankstown-Lidcombe,South Western Sydney,Principal referral,11315.0,78.9,2011-01-01,Metropolitan
Jan-Mar 2011,Bathurst,Western NSW,District group 1,5862.0,65.8,2011-01-01,Regional
Jan-Mar 2011,Belmont,Hunter New England,District group 1,6065.0,78.0,2011-01-01,Regional
Jan-Mar 2011,Blacktown,Western Sydney,Major,8697.0,73.2,2011-01-01,Metropolitan
Jan-Mar 2011,Blue Mountains,Nepean Blue Mountains,District group 2,4352.0,75.1,2011-01-01,Metropolitan
